age,potential,player_positions,overall,high_rated,predicted_high_rated
33,93,539,93,1,1
35,92,587,92,1,1
27,93,213,91,1,1
31,91,560,91,1,1
28,91,331,91,1,1
29,91,10,91,1,1
21,95,594,90,1,1
28,93,213,90,1,1
28,91,55,90,1,1
27,91,213,90,1,1
28,90,330,90,1,1
28,90,501,90,1,1
28,90,213,89,1,1
32,89,560,89,1,1
34,89,55,89,1,1
32,89,142,89,1,1
34,89,213,89,1,1
28,89,86,89,1,1
26,91,213,88,1,1
25,90,356,88,1,1
25,90,108,88,1,1
26,89,560,88,1,1
26,89,120,88,1,1
35,88,213,88,1,1
30,88,149,88,1,1
29,88,363,88,1,1
29,88,55,88,1,1
29,88,95,88,1,1
20,93,459,87,1,1
21,92,384,87,1,1
25,90,10,87,1,1
26,90,55,87,1,1
26,89,86,87,1,1
26,89,215,87,1,1
25,88,503,87,1,1
35,87,55,87,1,1
33,87,213,87,1,1
33,87,560,87,1,1
34,87,149,87,1,1
32,87,516,87,1,1
30,87,213,87,1,1
31,87,587,87,1,1
31,87,86,87,1,1
30,87,560,87,1,1
33,87,213,87,1,1
29,87,574,87,1,1
27,87,269,87,1,1
28,87,119,87,1,1
27,88,55,86,1,1
27,87,164,86,1,1
27,87,164,86,1,1
32,86,9,86,1,1
33,86,55,86,1,1
34,86,10,86,1,1
31,86,213,86,1,1
31,86,55,86,1,1
30,86,95,86,1,1
31,86,215,86,1,1
30,86,39,86,1,1
29,86,213,86,1,1
28,86,384,86,1,1
33,86,560,86,1,1
21,93,34,85,1,1
21,92,213,85,1,1
20,92,55,85,1,1
22,91,322,85,1,1
24,90,259,85,1,1
23,90,149,85,1,1
26,89,58,85,1,1
25,89,55,85,1,1
25,89,165,85,1,1
25,89,55,85,1,1
26,88,133,85,1,1
24,88,560,85,1,1
24,88,95,85,1,1
28,87,213,85,1,1
24,87,468,85,1,1
26,87,384,85,1,1
27,86,560,85,1,1
27,86,12,85,1,1
27,86,560,85,1,1
27,86,41,85,1,1
35,85,55,85,1,1
33,85,142,85,1,1
30,85,164,85,1,1
29,85,149,85,1,1
34,85,55,85,1,1
31,85,55,85,1,1
33,85,55,85,1,1
30,85,213,85,1,1
31,85,4,85,1,1
30,85,384,85,1,1
29,85,164,85,1,1
31,85,149,85,1,1
28,85,15,85,1,1
29,85,230,85,1,1
28,85,199,85,1,1
29,85,338,85,1,1
29,85,530,85,1,1
19,92,560,84,1,1
22,91,560,84,1,1
23,90,356,84,1,1
24,89,55,84,1,1
23,89,149,84,1,1
25,88,164,84,1,1
24,88,215,84,1,1
24,88,560,84,1,1
24,88,10,84,1,1
24,88,313,84,1,1
25,88,55,84,1,1
24,88,213,84,1,1
23,88,95,84,1,1
25,87,183,84,1,1
29,85,213,84,1,1
28,85,55,84,1,1
26,85,215,84,1,1
26,85,284,84,1,1
27,85,149,84,1,1
27,85,215,84,1,1
27,85,95,84,1,1
35,84,58,84,1,1
34,84,413,84,1,1
33,84,213,84,1,1
33,84,213,84,1,1
33,84,86,84,1,1
31,84,95,84,1,1
32,84,213,84,1,1
30,84,403,84,1,1
29,84,319,84,1,1
32,84,604,84,1,1
27,84,476,84,1,1
30,84,95,84,1,1
28,84,65,84,1,1
28,84,14,84,1,1
30,84,450,84,1,1
29,84,560,84,1,1
32,84,142,84,1,1
29,84,560,84,1,1
31,84,55,84,1,1
27,84,215,84,1,1
21,90,149,83,1,1
21,89,15,83,1,1
23,89,356,83,1,1
25,88,215,83,1,1
25,88,213,83,1,1
25,88,213,83,1,1
23,88,55,83,1,1
22,88,294,83,1,1
25,88,215,83,1,1
22,88,425,83,1,1
21,88,435,83,1,1
25,87,55,83,1,1
24,87,10,83,1,1
23,87,150,83,1,1
23,87,91,83,1,1
23,87,560,83,1,1
26,86,55,83,1,1
26,86,164,83,1,1
26,86,384,83,1,1
26,86,384,83,1,1
28,85,213,83,1,1
29,85,213,83,1,1
26,85,150,83,1,1
27,85,55,83,1,1
29,84,55,83,1,1
28,84,55,83,1,1
27,84,230,83,1,1
26,84,40,83,1,1
38,83,560,83,1,1
33,83,149,83,1,1
35,83,213,83,1,1
32,83,560,83,1,1
32,83,154,83,1,1
31,83,517,83,1,1
33,83,95,83,1,1
33,83,65,83,1,1
30,83,501,83,1,1
32,83,215,83,1,1
32,83,12,83,1,1
32,83,164,83,1,1
34,83,560,83,1,1
33,83,165,83,1,1
30,83,215,83,1,1
32,83,95,83,1,1
29,83,384,83,1,1
29,83,164,83,1,1
31,83,151,83,1,1
28,83,14,83,1,1
29,83,213,83,1,1
28,83,29,83,1,1
27,83,336,83,1,1
30,83,213,83,1,1
29,83,560,83,1,1
29,83,213,83,1,1
27,83,269,83,1,1
31,83,95,83,1,1
31,83,133,83,1,1
28,83,396,83,1,1
32,83,55,83,1,1
29,83,149,83,1,1
27,83,445,83,1,1
27,83,310,83,1,1
28,83,532,83,1,1
28,83,164,83,1,1
30,83,435,83,1,1
28,83,599,83,1,1
27,83,297,83,1,1
29,83,560,83,1,1
27,83,307,83,1,1
31,83,213,83,1,1
28,83,230,83,1,1
28,83,33,83,1,1
23,89,230,82,1,1
24,88,149,82,1,1
24,87,65,82,1,1
23,87,149,82,1,1
24,87,150,82,1,1
27,86,213,82,1,1
25,86,213,82,1,1
24,86,213,82,1,1
24,86,356,82,1,1
23,86,100,82,1,1
27,85,55,82,1,1
26,85,41,82,1,1
25,85,495,82,1,1
28,85,213,82,1,1
25,85,482,82,1,1
25,85,175,82,1,1
27,84,213,82,1,1
26,84,164,82,1,1
28,84,213,82,1,1
27,84,213,82,1,1
27,83,560,82,1,1
29,83,55,82,1,1
28,83,213,82,1,1
25,83,516,82,1,1
26,83,55,82,1,1
28,83,55,82,1,1
28,83,213,82,1,1
42,82,213,82,1,1
34,82,55,82,1,1
32,82,149,82,1,1
31,82,41,82,1,1
33,82,331,82,1,1
31,82,393,82,1,1
31,82,213,82,1,1
31,82,521,82,1,1
31,82,289,82,1,1
34,82,213,82,1,1
31,82,55,82,1,1
31,82,560,82,1,1
34,82,215,82,1,1
29,82,150,82,1,1
29,82,186,82,1,1
30,82,60,82,1,1
29,82,554,82,1,1
30,82,213,82,1,1
30,82,213,82,1,1
29,82,560,82,1,1
28,82,15,82,1,1
28,82,95,82,1,1
32,82,213,82,1,1
30,82,482,82,1,1
31,82,213,82,1,1
27,82,530,82,1,1
26,82,259,82,1,1
28,82,31,82,1,1
28,82,220,82,1,1
29,82,561,82,1,1
25,82,259,82,1,1
32,82,213,82,1,1
28,82,55,82,1,1
20,93,142,81,1,1
19,89,237,81,1,0
22,89,179,81,1,1
21,89,280,81,1,1
20,89,462,81,1,1
23,88,600,81,1,1
20,88,259,81,1,1
23,87,322,81,1,1
21,87,359,81,1,1
23,87,55,81,1,1
22,87,215,81,1,1
26,86,213,81,1,1
24,86,259,81,1,1
25,86,95,81,1,1
26,85,213,81,1,1
23,85,560,81,1,1
24,85,265,81,1,1
23,85,149,81,1,1
23,85,14,81,1,1
25,85,149,81,1,1
24,85,95,81,1,1
24,85,55,81,1,1
24,85,386,81,1,1
23,85,215,81,1,1
23,85,482,81,1,1
25,84,215,81,1,1
26,84,213,81,1,1
26,84,560,81,1,1
26,84,368,81,1,1
27,84,213,81,1,1
25,84,143,81,1,1
26,84,604,81,1,1
24,84,55,81,1,1
27,83,55,81,1,1
26,83,560,81,1,1
24,83,215,81,1,1
27,83,95,81,1,1
26,82,560,81,1,1
29,82,55,81,1,1
29,82,213,81,1,1
27,82,560,81,1,1
25,82,164,81,1,1
28,82,213,81,1,1
26,82,435,81,1,1
36,81,150,81,1,1
37,81,55,81,1,1
34,81,571,81,1,1
30,81,149,81,1,1
37,81,130,81,1,1
33,81,213,81,1,1
35,81,213,81,1,1
33,81,213,81,1,1
32,81,165,81,1,1
32,81,213,81,1,1
33,81,55,81,1,1
31,81,58,81,1,1
31,81,90,81,1,1
33,81,164,81,1,1
32,81,48,81,1,1
32,81,436,81,1,1
32,81,260,81,1,1
29,81,482,81,1,1
29,81,242,81,1,1
32,81,420,81,1,1
28,81,95,81,1,1
28,81,435,81,1,1
29,81,165,81,1,1
29,81,55,81,1,1
30,81,0,81,1,1
28,81,502,81,1,1
31,81,213,81,1,1
31,81,213,81,1,1
28,81,501,81,1,1
27,81,608,81,1,1
30,81,215,81,1,1
28,81,549,81,1,1
27,81,260,81,1,1
28,81,413,81,1,1
26,81,502,81,1,1
29,81,384,81,1,1
28,81,384,81,1,1
32,81,580,81,1,1
29,81,95,81,1,1
30,81,150,81,1,1
28,81,384,81,1,1
26,81,489,81,1,1
27,81,560,81,1,1
24,81,58,81,1,0
28,81,371,81,1,1
20,81,96,81,1,0
28,81,571,81,1,1
20,81,230,81,1,1
24,81,17,81,1,1
28,81,560,81,1,1
19,93,330,80,1,1
23,87,150,80,1,1
22,87,390,80,1,1
21,87,14,80,1,1
23,87,213,80,1,1
23,87,164,80,1,1
22,87,71,80,1,1
23,86,296,80,1,1
23,86,365,80,1,1
24,86,149,80,1,1
22,86,363,80,1,1
23,86,213,80,1,1
22,86,48,80,1,1
22,86,0,80,1,1
25,86,213,80,1,1
22,86,435,80,1,1
25,85,425,80,1,1
23,85,215,80,1,1
24,85,76,80,1,1
23,85,150,80,1,1
23,85,215,80,1,1
22,85,307,80,1,1
24,85,55,80,1,1
22,85,560,80,1,1
22,85,215,80,1,1
24,85,95,80,1,1
23,85,357,80,1,1
23,85,560,80,1,1
24,84,86,80,1,1
25,84,55,80,1,1
25,84,213,80,1,1
26,83,55,80,1,1
25,83,55,80,1,1
24,83,333,80,1,1
25,83,530,80,1,1
26,83,560,80,1,1
26,83,179,80,1,1
25,83,438,80,1,1
25,83,55,80,1,1
26,83,213,80,1,1
25,83,164,80,1,1
24,83,540,80,1,1
25,83,164,80,1,1
25,83,482,80,1,1
25,83,55,80,1,1
25,83,55,80,1,1
28,82,213,80,1,1
27,82,55,80,1,1
26,82,33,80,1,1
27,81,95,80,1,1
27,81,182,80,1,1
27,81,235,80,1,1
29,81,213,80,1,1
26,81,14,80,1,1
26,81,269,80,1,1
27,81,230,80,1,1
27,81,55,80,1,1
29,81,55,80,1,1
27,81,242,80,1,1
27,81,587,80,1,1
25,81,482,80,1,1
26,81,149,80,1,1
27,81,154,80,1,1
36,80,436,80,1,1
38,80,307,80,1,1
34,80,193,80,1,1
33,80,356,80,1,1
34,80,213,80,1,1
34,80,560,80,1,1
37,80,560,80,1,1
32,80,151,80,1,1
34,80,560,80,1,1
35,80,55,80,1,1
32,80,55,80,1,1
28,80,436,80,1,1
33,80,567,80,1,1
31,80,417,80,1,1
33,80,213,80,1,1
35,80,71,80,1,1
34,80,215,80,1,1
33,80,213,80,1,1
36,80,71,80,1,1
31,80,55,80,1,1
31,80,560,80,1,1
33,80,55,80,1,1
33,80,4,80,1,1
31,80,345,80,1,1
30,80,0,80,1,1
32,80,90,80,1,1
31,80,48,80,1,1
30,80,55,80,1,1
30,80,149,80,1,1
29,80,164,80,1,1
33,80,537,80,1,1
32,80,516,80,1,1
33,80,213,80,1,1
29,80,560,80,1,1
28,80,27,80,1,1
30,80,95,80,1,1
29,80,95,80,1,1
31,80,95,80,1,1
29,80,125,80,1,1
30,80,230,80,1,1
29,80,384,80,1,1
31,80,441,80,1,1
29,80,384,80,1,1
28,80,560,80,1,1
27,80,560,80,1,1
34,80,95,80,1,1
30,80,95,80,1,1
27,80,425,80,1,1
29,80,58,80,1,1
29,80,560,80,1,1
30,80,68,80,1,1
29,80,55,80,1,1
28,80,553,80,1,1
32,80,384,80,1,1
28,80,384,80,1,1
28,80,95,80,1,1
29,80,501,80,1,1
28,80,403,80,1,1
33,80,213,80,1,1
28,80,86,80,1,1
27,80,384,80,1,1
24,80,413,80,1,1
24,80,213,80,1,0
20,80,23,80,1,1
32,80,55,80,1,1
32,80,213,80,1,1
36,80,58,80,1,1
36,80,95,80,1,1
32,80,23,80,1,1
28,80,571,80,1,1
32,80,230,80,1,1
28,80,55,80,1,1
28,80,33,80,1,1
31,80,560,80,1,1
21,90,55,79,1,1
19,90,516,79,1,1
20,88,10,79,1,1
22,88,149,79,1,1
21,87,560,79,1,1
20,87,90,79,1,1
22,87,24,79,1,1
22,86,95,79,1,1
20,86,560,79,1,0
21,86,95,79,1,1
22,86,436,79,1,1
23,86,149,79,1,1
22,86,215,79,1,1
21,86,55,79,1,1
21,86,55,79,1,1
24,85,536,79,1,1
24,85,359,79,1,1
23,85,149,79,1,1
24,85,134,79,1,1
22,85,331,79,1,1
24,85,423,79,1,1
23,85,230,79,1,1
24,84,55,79,1,1
24,84,55,79,1,1
24,84,48,79,1,1
26,84,95,79,1,1
24,84,608,79,1,1
23,84,560,79,1,1
24,84,95,79,1,1
24,84,11,79,1,1
24,84,560,79,1,1
23,84,97,79,1,1
23,84,463,79,1,1
23,84,95,79,1,1
25,84,95,79,1,1
24,84,213,79,1,1
25,84,560,79,1,1
25,83,149,79,1,1
25,83,55,79,1,1
26,83,213,79,1,1
25,83,384,79,1,1
24,83,493,79,1,1
25,83,213,79,1,1
25,83,55,79,1,1
24,83,150,79,1,1
24,83,265,79,1,1
22,83,560,79,1,1
24,83,384,79,1,1
26,82,164,79,1,1
27,82,213,79,1,1
25,82,215,79,1,1
25,82,150,79,1,1
25,82,384,79,1,1
25,82,95,79,1,1
24,82,97,79,1,1
25,82,217,79,1,1
25,82,165,79,1,1
26,82,55,79,1,1
26,82,597,79,1,1
24,82,384,79,1,1
24,82,273,79,1,1
28,81,213,79,1,1
27,81,95,79,1,1
27,81,55,79,1,1
27,81,55,79,1,1
28,81,55,79,1,1
25,81,95,79,1,1
28,81,213,79,1,1
28,80,95,79,1,1
26,80,149,79,1,1
29,80,213,79,1,1
28,80,55,79,1,1
27,80,157,79,1,1
27,80,164,79,1,1
28,80,95,79,1,1
28,80,213,79,1,1
26,80,95,79,1,1
26,80,259,79,1,1
26,80,164,79,1,1
27,80,95,79,1,1
27,80,0,79,1,1
25,80,458,79,1,1
26,80,164,79,1,1
26,80,230,79,1,1
25,80,356,79,1,1
27,80,560,79,1,1
26,80,561,79,1,1
27,80,560,79,1,1
27,80,173,79,1,1
36,79,458,79,1,1
37,79,213,79,1,1
34,79,213,79,1,1
36,79,97,79,1,1
32,79,213,79,1,1
37,79,213,79,1,1
34,79,55,79,1,1
34,79,403,79,1,1
29,79,242,79,1,1
34,79,48,79,1,1
32,79,55,79,1,1
33,79,458,79,1,1
31,79,213,79,1,1
33,79,560,79,1,1
34,79,213,79,1,1
33,79,95,79,1,1
35,79,260,79,1,1
33,79,560,79,1,1
32,79,33,79,1,1
33,79,560,79,1,1
33,79,215,79,1,1
33,79,560,79,1,1
31,79,384,79,1,1
34,79,55,79,1,1
30,79,55,79,1,1
33,79,458,79,1,1
30,79,171,79,1,1
35,79,95,79,1,1
31,79,289,79,1,1
30,79,10,79,1,1
30,79,483,79,1,1
33,79,560,79,1,1
31,79,213,79,1,1
30,79,95,79,1,1
31,79,560,79,1,1
31,79,95,79,1,1
30,79,588,79,1,1
32,79,560,79,1,1
32,79,95,79,1,1
30,79,55,79,1,1
30,79,55,79,1,1
30,79,215,79,1,1
27,79,345,79,1,1
30,79,164,79,1,1
32,79,55,79,1,1
34,79,459,79,1,1
30,79,560,79,1,1
32,79,215,79,1,1
28,79,560,79,1,1
29,79,560,79,1,1
28,79,120,79,1,1
28,79,403,79,1,1
31,79,560,79,1,1
30,79,516,79,1,1
30,79,259,79,1,1
29,79,215,79,1,1
29,79,58,79,1,1
30,79,55,79,1,1
29,79,435,79,1,1
28,79,49,79,1,1
28,79,551,79,1,1
29,79,215,79,1,1
29,79,95,79,1,1
30,79,86,79,1,1
26,79,342,79,1,1
28,79,10,79,1,1
28,79,560,79,1,1
26,79,323,79,1,1
29,79,560,79,1,1
29,79,215,79,1,1
30,79,560,79,1,1
32,79,242,79,1,1
26,79,530,79,1,1
30,79,164,79,1,1
32,79,585,79,1,1
28,79,425,79,1,1
28,79,384,79,1,1
31,79,95,79,1,1
31,79,560,79,1,1
29,79,597,79,1,1
20,79,230,79,1,1
28,79,384,79,1,1
24,79,95,79,1,0
20,79,86,79,1,1
28,79,213,79,1,1
20,79,560,79,1,0
33,79,560,79,1,1
32,79,230,79,1,1
24,79,413,79,1,1
32,79,96,79,1,1
28,79,213,79,1,1
20,91,517,78,1,1
21,88,55,78,1,1
21,88,213,78,1,1
21,88,421,78,1,1
21,88,55,78,1,1
20,88,516,78,1,1
23,87,213,78,1,1
22,87,435,78,1,1
21,87,51,78,1,1
22,87,164,78,1,1
23,86,242,78,1,1
21,86,501,78,1,1
23,86,259,78,1,1
23,86,55,78,1,1
20,86,259,78,1,1
22,85,198,78,1,1
23,85,425,78,1,1
22,85,560,78,1,1
21,85,560,78,1,1
22,85,55,78,1,1
22,85,92,78,1,1
24,84,149,78,1,1
23,84,55,78,1,1
22,84,95,78,1,1
23,84,561,78,1,1
23,84,213,78,1,1
24,84,55,78,1,1
24,84,95,78,1,1
23,84,165,78,1,1
21,84,213,78,1,1
24,84,604,78,1,1
22,84,141,78,1,1
22,84,482,78,1,1
22,84,436,78,1,1
24,84,278,78,1,1
22,84,90,78,1,1
23,84,55,78,1,1
25,83,63,78,1,1
24,83,345,78,1,1
24,83,95,78,1,1
25,83,164,78,1,1
26,83,55,78,1,1
24,83,560,78,1,1
25,83,560,78,1,1
24,83,259,78,1,1
24,83,164,78,1,1
24,83,164,78,1,1
25,83,384,78,1,1
23,83,560,78,1,1
25,83,213,78,1,1
26,82,90,78,1,1
25,82,96,78,1,1
26,82,55,78,1,1
26,82,55,78,1,1
23,82,55,78,1,1
24,82,65,78,1,1
24,82,358,78,1,1
25,82,55,78,1,1
26,81,150,78,1,1
27,81,213,78,1,1
27,81,213,78,1,1
25,81,560,78,1,1
26,81,560,78,1,1
25,81,289,78,1,1
26,81,403,78,1,1
26,81,95,78,1,1
26,81,99,78,1,1
26,81,560,78,1,1
28,80,55,78,1,1
28,80,55,78,1,1
27,80,55,78,1,1
26,80,560,78,1,1
27,80,88,78,1,1
28,80,55,78,1,1
25,80,560,78,1,1
27,80,213,78,1,1
26,80,179,78,1,1
26,80,215,78,1,1
25,80,55,78,1,1
27,79,13,78,1,1
27,79,384,78,1,1
26,79,164,78,1,1
26,79,259,78,1,1
29,79,55,78,1,1
28,79,95,78,1,1
26,79,557,78,1,1
26,79,348,78,1,1
26,79,363,78,1,1
27,79,55,78,1,1
27,79,242,78,1,1
27,79,560,78,1,1
27,79,560,78,1,1
27,79,558,78,1,1
26,79,435,78,1,1
26,79,259,78,1,1
27,79,425,78,1,1
26,79,587,78,1,1
26,79,259,78,1,1
27,79,149,78,1,1
26,79,37,78,1,1
36,78,213,78,1,1
34,78,560,78,1,1
36,78,213,78,1,1
37,78,560,78,1,1
36,78,562,78,1,1
35,78,164,78,1,1
33,78,213,78,1,1
38,78,560,78,1,1
34,78,390,78,1,1
34,78,213,78,1,1
33,78,55,78,1,1
35,78,55,78,1,1
30,78,215,78,1,1
33,78,356,78,1,1
36,78,55,78,1,1
33,78,168,78,1,1
29,78,490,78,1,1
33,78,219,78,1,1
33,78,435,78,1,1
33,78,280,78,1,1
33,78,126,78,1,1
31,78,142,78,1,1
35,78,351,78,1,1
34,78,560,78,1,1
31,78,95,78,1,1
34,78,95,78,1,1
34,78,213,78,1,1
32,78,384,78,1,1
31,78,294,78,1,1
29,78,55,78,1,1
31,78,95,78,1,1
32,78,587,78,1,1
32,78,367,78,1,1
34,78,259,78,1,1
31,78,560,78,1,1
30,78,86,78,1,1
31,78,423,78,1,1
32,78,213,78,1,1
30,78,600,78,1,1
31,78,55,78,1,1
29,78,384,78,1,1
29,78,604,78,1,1
28,78,560,78,1,1
29,78,371,78,1,1
32,78,213,78,1,1
27,78,215,78,1,1
29,78,55,78,1,1
30,78,10,78,1,1
33,78,560,78,1,1
30,78,55,78,1,1
29,78,384,78,1,1
28,78,560,78,1,1
31,78,34,78,1,1
28,78,149,78,1,1
29,78,530,78,1,1
29,78,97,78,1,1
31,78,95,78,1,1
29,78,560,78,1,1
28,78,413,78,1,1
31,78,71,78,1,1
32,78,55,78,1,1
27,78,10,78,1,1
28,78,307,78,1,1
30,78,330,78,1,1
27,78,384,78,1,1
34,78,213,78,1,1
28,78,149,78,1,1
27,78,305,78,1,1
29,78,86,78,1,1
29,78,249,78,1,1
32,78,307,78,1,1
30,78,215,78,1,1
27,78,259,78,1,1
28,78,164,78,1,1
30,78,55,78,1,1
27,78,609,78,1,1
27,78,403,78,1,1
28,78,164,78,1,1
30,78,213,78,1,1
30,78,63,78,1,1
30,78,403,78,1,1
28,78,0,78,1,1
27,78,235,78,1,1
27,78,322,78,1,1
28,78,435,78,1,1
29,78,560,78,1,1
27,78,269,78,1,1
31,78,242,78,1,1
29,78,164,78,1,1
31,78,55,78,1,1
30,78,95,78,1,1
28,78,425,78,1,1
32,78,386,78,1,1
29,78,381,78,1,1
28,78,585,78,1,1
28,78,259,78,1,1
32,78,483,78,1,1
27,78,580,78,1,1
29,78,164,78,1,1
20,78,246,78,1,1
32,78,403,78,1,1
20,78,65,78,1,0
24,78,55,78,1,0
20,78,417,78,1,1
28,78,345,78,1,1
24,78,482,78,1,1
20,78,150,78,1,0
32,78,560,78,1,1
20,78,560,78,1,0
20,78,330,78,1,0
31,78,259,78,1,1
27,78,384,78,1,1
32,78,65,78,1,1
32,78,560,78,1,1
32,78,417,78,1,1
20,91,95,77,1,1
21,89,501,77,1,1
18,89,495,77,1,0
20,88,572,77,1,1
18,88,35,77,1,0
23,87,213,77,1,1
20,87,55,77,1,1
22,87,356,77,1,1
20,87,502,77,1,1
23,86,289,77,1,1
21,86,197,77,1,1
21,86,95,77,1,1
20,86,215,77,1,1
20,86,392,77,1,0
23,86,155,77,1,1
21,86,435,77,1,1
23,85,55,77,1,1
21,85,470,77,1,1
22,85,516,77,1,1
22,85,230,77,1,1
23,84,149,77,1,1
23,84,435,77,1,1
23,84,55,77,1,1
23,84,322,77,1,1
23,84,55,77,1,1
23,84,55,77,1,1
24,83,55,77,1,1
23,83,450,77,1,1
23,83,384,77,1,1
23,83,435,77,1,1
24,83,164,77,1,1
23,83,330,77,1,1
24,83,171,77,1,1
22,83,499,77,1,1
23,83,13,77,1,1
22,83,458,77,1,0
22,83,396,77,1,0
26,82,95,77,1,1
25,82,188,77,1,1
25,82,587,77,1,1
26,82,71,77,1,1
24,82,458,77,1,1
26,82,213,77,1,1
23,82,10,77,1,1
23,82,71,77,1,1
24,82,560,77,1,1
24,82,215,77,1,1
23,82,213,77,1,0
23,82,149,77,1,1
23,82,95,77,1,1
26,81,55,77,1,1
25,81,384,77,1,1
23,81,560,77,1,1
24,81,259,77,1,1
24,81,384,77,1,1
24,81,225,77,1,1
24,81,560,77,1,1
24,81,164,77,1,1
25,81,150,77,1,1
23,81,71,77,1,0
24,81,213,77,1,1
24,81,330,77,1,1
26,81,55,77,1,1
21,81,242,77,1,1
25,81,55,77,1,1
28,80,213,77,1,1
27,80,213,77,1,1
28,80,213,77,1,1
25,80,95,77,1,1
26,80,10,77,1,1
25,80,58,77,1,1
25,80,95,77,1,1
25,80,561,77,1,1
25,80,560,77,1,1
24,80,328,77,1,1
27,80,55,77,1,1
27,80,95,77,1,1
26,80,230,77,1,1
24,80,330,77,1,1
25,80,215,77,1,1
26,80,413,77,1,1
25,80,95,77,1,1
25,80,307,77,1,1
25,80,537,77,1,1
28,79,55,77,1,1
26,79,180,77,1,1
27,79,213,77,1,1
27,79,55,77,1,1
26,79,213,77,1,1
27,79,75,77,1,1
26,79,242,77,1,1
26,79,173,77,1,1
25,79,164,77,1,1
25,79,560,77,1,1
26,79,95,77,1,1
25,79,260,77,1,1
28,78,55,77,1,1
28,78,65,77,1,1
29,78,55,77,1,1
28,78,55,77,1,1
29,78,213,77,1,1
27,78,95,77,1,1
29,78,55,77,1,1
27,78,542,77,1,1
27,78,55,77,1,1
26,78,463,77,1,1
27,78,150,77,1,1
27,78,36,77,1,1
26,78,215,77,1,1
26,78,373,77,1,1
26,78,273,77,1,1
27,78,215,77,1,1
27,78,95,77,1,1
27,78,35,77,1,1
26,78,164,77,1,1
27,78,560,77,1,1
28,78,55,77,1,1
26,78,215,77,1,1
28,78,55,77,1,1
27,78,246,77,1,1
27,78,215,77,1,1
29,78,213,77,1,1
26,78,560,77,1,1
25,78,259,77,1,1
34,77,17,77,1,1
35,77,213,77,1,1
36,77,213,77,1,1
34,77,315,77,1,1
42,77,55,77,1,1
36,77,230,77,1,1
32,77,450,77,1,1
33,77,361,77,1,1
34,77,95,77,1,1
36,77,86,77,1,1
35,77,1,77,1,1
34,77,213,77,1,1
34,77,55,77,1,1
31,77,86,77,1,1
30,77,149,77,1,1
32,77,55,77,1,1
37,77,213,77,1,1
37,77,341,77,1,1
33,77,213,77,1,1
34,77,164,77,1,1
32,77,560,77,1,1
32,77,149,77,1,1
31,77,150,77,1,1
31,77,213,77,1,1
32,77,55,77,1,1
33,77,55,77,1,1
32,77,149,77,1,1
30,77,561,77,1,1
31,77,549,77,1,1
32,77,345,77,1,1
30,77,98,77,1,1
32,77,55,77,1,1
31,77,55,77,1,1
31,77,468,77,1,1
34,77,165,77,1,1
31,77,164,77,1,1
31,77,560,77,1,1
28,77,145,77,1,1
32,77,560,77,1,1
29,77,149,77,1,1
29,77,215,77,1,1
32,77,482,77,1,1
30,77,475,77,1,1
32,77,86,77,1,1
30,77,95,77,1,1
30,77,560,77,1,1
29,77,55,77,1,1
30,77,591,77,1,1
29,77,451,77,1,1
28,77,149,77,1,1
28,77,149,77,1,1
30,77,560,77,1,1
30,77,170,77,1,1
30,77,213,77,1,1
30,77,55,77,1,1
31,77,55,77,1,1
32,77,86,77,1,1
30,77,217,77,1,1
29,77,384,77,1,1
30,77,95,77,1,1
31,77,213,77,1,1
30,77,148,77,1,1
34,77,95,77,1,1
32,77,308,77,1,1
29,77,213,77,1,1
29,77,157,77,1,1
33,77,164,77,1,1
29,77,213,77,1,1
29,77,458,77,1,1
31,77,10,77,1,1
30,77,561,77,1,1
31,77,384,77,1,1
28,77,58,77,1,1
30,77,560,77,1,1
29,77,259,77,1,1
29,77,10,77,1,1
31,77,55,77,1,1
32,77,90,77,1,1
29,77,86,77,1,1
32,77,213,77,1,1
29,77,425,77,1,1
28,77,560,77,1,1
30,77,482,77,1,1
30,77,560,77,1,1
28,77,495,77,1,1
29,77,150,77,1,1
35,77,529,77,1,1
34,77,561,77,1,1
27,77,123,77,1,1
32,77,493,77,1,1
28,77,597,77,1,1
29,77,55,77,1,1
29,77,58,77,1,1
33,77,55,77,1,1
31,77,404,77,1,1
29,77,95,77,1,1
29,77,151,77,1,1
29,77,0,77,1,1
27,77,236,77,1,1
30,77,421,77,1,1
31,77,55,77,1,1
30,77,458,77,1,1
29,77,560,77,1,1
29,77,560,77,1,1
31,77,164,77,1,1
28,77,423,77,1,1
29,77,560,77,1,1
28,77,149,77,1,1
27,77,215,77,1,1
28,77,421,77,1,1
29,77,259,77,1,1
32,77,55,77,1,1
31,77,450,77,1,1
31,77,154,77,1,1
27,77,33,77,1,1
33,77,560,77,1,1
29,77,560,77,1,1
28,77,71,77,1,1
31,77,95,77,1,1
30,77,103,77,1,1
30,77,413,77,1,1
27,77,10,77,1,1
27,77,519,77,1,1
31,77,213,77,1,1
27,77,259,77,1,1
28,77,458,77,1,1
28,77,164,77,1,1
29,77,496,77,1,1
31,77,609,77,1,1
31,77,384,77,1,1
28,77,164,77,1,1
32,77,560,77,1,1
32,77,213,77,1,1
31,77,560,77,1,1
27,77,435,77,1,1
26,77,338,77,1,1
29,77,560,77,1,1
29,77,560,77,1,1
20,77,213,77,1,0
28,77,250,77,1,1
24,77,4,77,1,0
36,77,95,77,1,1
