age,potential,player_positions,overall,high_rated,predicted_high_rated
29,72,560,72,0,0
29,72,215,72,0,0
29,72,19,72,0,0
29,72,560,72,0,0
27,72,597,72,0,0
30,72,164,72,0,0
29,72,149,72,0,0
32,72,323,72,0,0
33,72,213,72,0,0
27,72,495,72,0,0
29,72,230,72,0,0
28,72,164,72,0,0
28,72,384,72,0,0
29,72,230,72,0,0
30,72,55,72,0,0
31,72,213,72,0,0
30,72,164,72,0,0
32,72,55,72,0,0
31,72,403,72,0,0
28,72,322,72,0,0
29,72,90,72,0,0
30,72,384,72,0,0
34,72,501,72,0,0
27,72,384,72,0,0
30,72,166,72,0,0
30,72,95,72,0,0
28,72,259,72,0,0
28,72,95,72,0,0
29,72,560,72,0,0
30,72,215,72,0,0
31,72,560,72,0,0
30,72,246,72,0,0
30,72,55,72,0,0
33,72,560,72,0,0
29,72,560,72,0,0
29,72,371,72,0,0
31,72,151,72,0,0
27,72,10,72,0,0
27,72,234,72,0,0
28,72,164,72,0,0
26,72,495,72,0,0
29,72,560,72,0,0
28,72,164,72,0,0
29,72,260,72,0,0
30,72,95,72,0,0
29,72,215,72,0,0
32,72,215,72,0,0
27,72,537,72,0,0
29,72,560,72,0,0
29,72,530,72,0,0
27,72,549,72,0,0
30,72,560,72,0,0
30,72,164,72,0,0
29,72,95,72,0,0
28,72,307,72,0,0
29,72,95,72,0,0
26,72,458,72,0,0
28,72,384,72,0,0
34,72,97,72,0,0
29,72,72,72,0,0
27,72,45,72,0,0
27,72,151,72,0,0
30,72,98,72,0,0
28,72,425,72,0,0
28,72,560,72,0,0
32,72,307,72,0,0
31,72,55,72,0,0
27,72,260,72,0,0
27,72,164,72,0,0
27,72,587,72,0,0
31,72,55,72,0,0
28,72,560,72,0,0
29,72,65,72,0,0
32,72,213,72,0,0
30,72,55,72,0,0
32,72,425,72,0,0
33,72,327,72,0,0
30,72,307,72,0,0
27,72,384,72,0,0
28,72,164,72,0,0
29,72,413,72,0,0
27,72,150,72,0,0
28,72,289,72,0,0
30,72,249,72,0,0
31,72,246,72,0,0
28,72,4,72,0,0
33,72,403,72,0,0
27,72,501,72,0,0
27,72,164,72,0,0
28,72,55,72,0,0
28,72,431,72,0,0
29,72,13,72,0,0
28,72,307,72,0,0
31,72,55,72,0,0
30,72,65,72,0,0
29,72,495,72,0,0
28,72,560,72,0,0
30,72,55,72,0,0
28,72,560,72,0,0
31,72,55,72,0,0
30,72,435,72,0,0
30,72,95,72,0,0
31,72,384,72,0,0
27,72,482,72,0,0
33,72,71,72,0,0
31,72,597,72,0,0
30,72,164,72,0,0
29,72,215,72,0,0
33,72,21,72,0,0
30,72,307,72,0,0
35,72,384,72,0,0
30,72,36,72,0,0
32,72,95,72,0,0
29,72,242,72,0,0
28,72,55,72,0,0
28,72,215,72,0,0
31,72,154,72,0,0
28,72,436,72,0,0
33,72,213,72,0,0
30,72,26,72,0,0
33,72,55,72,0,0
29,72,55,72,0,0
29,72,213,72,0,0
29,72,246,72,0,0
28,72,196,72,0,0
29,72,95,72,0,0
28,72,490,72,0,0
30,72,95,72,0,0
29,72,215,72,0,0
30,72,215,72,0,0
27,72,307,72,0,0
28,72,311,72,0,0
28,72,560,72,0,0
29,72,36,72,0,0
31,72,58,72,0,0
31,72,164,72,0,0
27,72,458,72,0,0
26,72,317,72,0,0
30,72,71,72,0,0
28,72,516,72,0,0
30,72,561,72,0,0
26,72,516,72,0,0
29,72,164,72,0,0
29,72,26,72,0,0
30,72,289,72,0,0
29,72,86,72,0,0
28,72,560,72,0,0
29,72,560,72,0,0
29,72,167,72,0,0
28,72,307,72,0,0
31,72,213,72,0,0
32,72,384,72,0,0
30,72,384,72,0,0
26,72,516,72,0,0
27,72,564,72,0,0
29,72,390,72,0,0
28,72,280,72,0,0
27,72,356,72,0,0
29,72,71,72,0,0
29,72,597,72,0,0
29,72,560,72,0,0
29,72,55,72,0,0
31,72,213,72,0,0
29,72,90,72,0,0
27,72,560,72,0,0
28,72,198,72,0,0
26,72,517,72,0,0
28,72,470,72,0,0
36,72,213,72,0,0
24,72,213,72,0,0
28,72,230,72,0,0
28,72,58,72,0,0
28,72,58,72,0,0
28,72,215,72,0,0
28,72,458,72,0,0
20,72,33,72,0,0
24,72,38,72,0,0
20,72,49,72,0,0
24,72,560,72,0,0
24,72,597,72,0,0
24,72,213,72,0,0
20,72,55,72,0,0
28,72,215,72,0,0
24,72,431,72,0,0
28,72,149,72,0,0
36,72,0,72,0,0
28,72,55,72,0,0
20,72,55,72,0,0
24,72,436,72,0,0
24,72,48,72,0,0
24,72,95,72,0,0
20,72,96,72,0,0
28,72,103,72,0,0
24,72,112,72,0,0
20,72,19,72,0,0
28,72,0,72,0,0
24,72,19,72,0,0
28,72,501,72,0,0
24,72,36,72,0,0
28,72,560,72,0,0
28,72,564,72,0,0
28,72,560,72,0,0
32,72,213,72,0,0
24,72,108,72,0,0
28,72,215,72,0,0
27,72,403,72,0,0
31,72,66,72,0,0
30,72,265,72,0,0
27,72,435,72,0,0
28,72,384,72,0,0
20,72,55,72,0,0
24,72,0,72,0,0
28,72,482,72,0,0
27,72,426,72,0,0
29,72,458,72,0,0
24,72,249,72,0,0
26,72,307,72,0,0
28,72,476,72,0,0
28,72,215,72,0,0
29,72,230,72,0,0
26,72,495,72,0,0
27,72,526,72,0,0
30,72,572,72,0,0
26,72,356,72,0,0
28,72,260,72,0,0
27,72,274,72,0,0
29,72,55,72,0,0
32,72,560,72,0,0
29,72,164,72,0,0
28,72,384,72,0,0
35,72,560,72,0,0
31,72,560,72,0,0
39,72,86,72,0,0
28,72,530,72,0,0
18,88,516,71,0,0
18,87,164,71,0,0
18,87,482,71,0,0
18,87,120,71,0,0
19,86,215,71,0,0
19,86,150,71,0,0
20,85,10,71,0,0
20,85,10,71,0,0
19,85,516,71,0,0
18,85,58,71,0,0
20,84,530,71,0,0
22,83,71,71,0,0
21,83,74,71,0,0
21,83,560,71,0,0
21,83,322,71,0,0
21,83,259,71,0,0
20,83,165,71,0,0
20,83,55,71,0,0
20,83,560,71,0,0
21,82,560,71,0,0
22,82,307,71,0,0
20,82,330,71,0,0
21,82,55,71,0,0
20,82,196,71,0,0
20,82,149,71,0,0
22,82,215,71,0,1
22,82,95,71,0,0
20,82,41,71,0,0
20,82,470,71,0,0
21,82,90,71,0,0
21,82,386,71,0,0
20,82,71,71,0,0
20,82,560,71,0,0
19,82,95,71,0,0
22,82,561,71,0,0
20,82,55,71,0,0
21,81,345,71,0,0
22,81,431,71,0,0
21,81,164,71,0,0
21,81,215,71,0,0
21,81,55,71,0,0
22,81,249,71,0,0
21,81,122,71,0,0
23,80,230,71,0,0
22,80,164,71,0,0
23,80,10,71,0,0
22,80,560,71,0,0
23,80,19,71,0,0
23,80,71,71,0,0
21,80,164,71,0,0
21,80,560,71,0,0
23,80,476,71,0,0
22,80,345,71,0,0
23,80,55,71,0,0
23,80,322,71,0,0
22,80,242,71,0,0
23,80,215,71,0,0
21,80,0,71,0,0
22,80,55,71,0,0
21,80,13,71,0,0
20,80,119,71,0,0
23,79,55,71,0,0
23,79,55,71,0,0
23,79,164,71,0,0
22,79,164,71,0,0
23,79,55,71,0,0
23,79,597,71,0,0
22,79,514,71,0,0
22,79,600,71,0,0
23,79,55,71,0,0
23,79,384,71,0,0
21,79,384,71,0,0
23,79,0,71,0,0
22,79,149,71,0,0
23,79,164,71,0,0
23,79,425,71,0,0
24,79,55,71,0,0
22,79,10,71,0,0
21,79,560,71,0,0
22,79,403,71,0,1
23,79,71,71,0,0
23,79,213,71,0,0
22,78,560,71,0,0
23,78,0,71,0,0
24,78,150,71,0,0
23,78,585,71,0,0
23,78,95,71,0,0
23,78,96,71,0,0
24,78,587,71,0,0
23,78,384,71,0,0
23,78,150,71,0,0
24,78,149,71,0,0
22,78,404,71,0,0
22,78,65,71,0,0
21,78,197,71,0,0
21,78,215,71,0,0
24,78,164,71,0,0
22,78,0,71,0,0
23,78,368,71,0,0
22,78,213,71,0,0
22,78,259,71,0,0
24,78,55,71,0,0
24,78,101,71,0,0
20,78,149,71,0,0
22,78,164,71,0,0
19,78,55,71,0,0
22,78,560,71,0,0
21,78,90,71,0,0
24,77,95,71,0,0
24,77,560,71,0,0
24,77,510,71,0,0
25,77,213,71,0,0
24,77,55,71,0,0
24,77,33,71,0,0
24,77,600,71,0,0
23,77,487,71,0,0
24,77,435,71,0,0
24,77,164,71,0,0
24,77,285,71,0,0
24,77,164,71,0,0
23,77,236,71,0,0
24,77,458,71,0,0
23,77,164,71,0,0
23,77,435,71,0,0
23,77,322,71,0,0
24,77,97,71,0,0
22,77,95,71,0,0
23,77,560,71,0,0
24,77,435,71,0,0
22,77,97,71,0,0
23,77,384,71,0,0
21,77,608,71,0,0
24,77,403,71,0,0
25,77,61,71,0,0
25,76,55,71,0,0
26,76,95,71,0,0
24,76,170,71,0,0
25,76,10,71,0,0
24,76,151,71,0,0
24,76,549,71,0,0
24,76,413,71,0,0
23,76,149,71,0,0
25,76,55,71,0,0
24,76,425,71,0,0
25,76,386,71,0,0
24,76,506,71,0,0
24,76,560,71,0,0
25,76,164,71,0,0
25,76,215,71,0,0
25,76,71,71,0,0
25,76,213,71,0,0
25,76,149,71,0,0
25,76,95,71,0,0
24,76,560,71,0,0
24,76,386,71,0,0
23,76,572,71,0,0
24,76,164,71,0,0
26,76,55,71,0,0
24,76,179,71,0,0
24,76,384,71,0,0
24,76,307,71,0,0
24,76,14,71,0,0
23,76,316,71,0,0
24,76,386,71,0,0
25,76,149,71,0,0
23,76,120,71,0,0
22,76,476,71,0,0
25,76,384,71,0,0
25,76,164,71,0,0
25,76,608,71,0,0
25,76,403,71,0,0
23,76,90,71,0,0
27,75,213,71,0,0
25,75,560,71,0,0
26,75,213,71,0,0
26,75,55,71,0,0
26,75,213,71,0,0
25,75,55,71,0,0
25,75,65,71,0,0
25,75,55,71,0,0
26,75,213,71,0,0
25,75,71,71,0,0
26,75,55,71,0,0
25,75,213,71,0,0
24,75,237,71,0,1
25,75,100,71,0,0
26,75,95,71,0,0
25,75,17,71,0,0
24,75,230,71,0,0
25,75,560,71,0,0
25,75,242,71,0,0
24,75,213,71,0,0
25,75,58,71,0,0
24,75,72,71,0,0
24,75,215,71,0,0
25,75,213,71,0,0
25,75,384,71,0,0
25,75,213,71,0,0
24,75,560,71,0,0
22,75,217,71,0,0
24,75,501,71,0,0
24,75,95,71,0,0
24,75,95,71,0,0
24,75,215,71,0,0
24,75,317,71,0,0
25,75,425,71,0,0
24,75,307,71,0,0
24,75,150,71,0,0
24,75,81,71,0,0
24,75,289,71,0,0
28,74,213,71,0,0
26,74,10,71,0,0
27,74,55,71,0,0
26,74,65,71,0,0
26,74,213,71,0,0
27,74,95,71,0,0
25,74,10,71,0,0
26,74,55,71,0,0
26,74,213,71,0,0
25,74,154,71,0,0
27,74,213,71,0,0
26,74,55,71,0,0
24,74,495,71,0,0
25,74,458,71,0,0
27,74,213,71,0,0
25,74,95,71,0,0
26,74,55,71,0,0
26,74,149,71,0,0
25,74,15,71,0,0
27,74,95,71,0,0
25,74,307,71,0,0
24,74,363,71,0,0
25,74,608,71,0,0
25,74,429,71,0,0
26,74,560,71,0,0
23,74,65,71,0,0
27,74,71,71,0,0
25,74,386,71,0,0
25,74,55,71,0,0
24,74,313,71,0,0
26,74,588,71,0,0
25,74,511,71,0,0
25,74,55,71,0,0
26,74,560,71,0,0
27,74,213,71,0,0
25,74,0,71,0,0
26,74,413,71,0,0
26,74,213,71,0,0
26,74,58,71,0,0
25,74,235,71,0,0
26,74,55,71,0,0
25,74,404,71,0,0
25,74,435,71,0,0
26,74,560,71,0,0
26,74,213,71,0,0
26,74,419,71,0,0
26,74,150,71,0,0
24,74,502,71,0,0
26,74,384,71,0,0
26,74,215,71,0,0
23,74,44,71,0,0
27,73,55,71,0,0
28,73,71,71,0,0
28,73,55,71,0,0
26,73,150,71,0,0
26,73,182,71,0,0
28,73,213,71,0,0
27,73,213,71,0,0
26,73,55,71,0,0
27,73,95,71,0,0
26,73,165,71,0,0
25,73,521,71,0,0
26,73,164,71,0,0
26,73,95,71,0,0
27,73,63,71,0,0
25,73,386,71,0,0
26,73,86,71,0,0
25,73,482,71,0,0
26,73,33,71,0,0
27,73,55,71,0,0
25,73,585,71,0,0
27,73,55,71,0,0
24,73,467,71,0,0
26,73,55,71,0,0
26,73,95,71,0,0
28,73,55,71,0,0
28,73,55,71,0,0
27,73,55,71,0,0
27,73,213,71,0,0
28,73,213,71,0,0
26,73,142,71,0,0
27,73,58,71,0,0
26,73,246,71,0,0
26,73,384,71,0,0
25,73,571,71,0,0
28,73,55,71,0,0
26,73,58,71,0,0
27,73,55,71,0,0
26,73,598,71,0,0
25,73,324,71,0,0
28,72,65,71,0,0
29,72,55,71,0,0
29,72,55,71,0,0
29,72,55,71,0,0
28,72,55,71,0,0
27,72,386,71,0,0
27,72,597,71,0,0
27,72,425,71,0,0
29,72,55,71,0,0
27,72,386,71,0,0
26,72,502,71,0,0
27,72,242,71,0,0
26,72,51,71,0,0
27,72,151,71,0,0
26,72,587,71,0,0
27,72,149,71,0,0
27,72,19,71,0,0
27,72,413,71,0,0
30,72,213,71,0,0
27,72,164,71,0,0
26,72,560,71,0,0
27,72,560,71,0,0
27,72,213,71,0,0
27,72,584,71,0,0
27,72,560,71,0,0
28,72,213,71,0,0
27,72,55,71,0,0
27,72,150,71,0,0
25,72,55,71,0,0
29,72,81,71,0,0
26,72,525,71,0,0
27,72,19,71,0,0
26,72,356,71,0,0
27,72,164,71,0,0
27,72,164,71,0,0
26,72,451,71,0,0
27,72,600,71,0,0
27,72,572,71,0,0
28,72,95,71,0,0
27,72,413,71,0,0
26,72,322,71,0,0
27,72,164,71,0,0
27,72,560,71,0,0
28,72,95,71,0,0
26,72,215,71,0,0
29,72,213,71,0,0
27,72,560,71,0,0
28,72,55,71,0,0
27,72,560,71,0,0
26,72,537,71,0,0
28,72,55,71,0,0
26,72,164,71,0,0
27,72,560,71,0,0
26,72,384,71,0,0
28,72,95,71,0,0
27,72,560,71,0,0
26,72,251,71,0,0
37,71,560,71,0,0
38,71,55,71,0,0
36,71,213,71,0,0
36,71,560,71,0,0
39,71,560,71,0,0
37,71,213,71,0,0
36,71,560,71,0,0
37,71,213,71,0,0
40,71,55,71,0,0
35,71,95,71,0,0
35,71,86,71,0,0
35,71,55,71,0,0
38,71,215,71,0,0
36,71,150,71,0,0
38,71,213,71,0,0
35,71,149,71,0,0
34,71,86,71,0,0
33,71,560,71,0,0
35,71,55,71,0,0
42,71,213,71,0,0
35,71,55,71,0,0
36,71,95,71,0,0
34,71,560,71,0,0
34,71,55,71,0,0
34,71,74,71,0,0
33,71,68,71,0,0
35,71,95,71,0,0
38,71,560,71,0,0
37,71,471,71,0,0
36,71,384,71,0,0
34,71,403,71,0,0
34,71,213,71,0,0
34,71,459,71,0,0
32,71,151,71,0,0
32,71,149,71,0,0
30,71,164,71,0,0
35,71,213,71,0,0
33,71,215,71,0,0
31,71,86,71,0,0
31,71,560,71,0,0
33,71,560,71,0,0
31,71,39,71,0,0
34,71,55,71,0,0
34,71,95,71,0,0
35,71,95,71,0,0
34,71,215,71,0,0
34,71,95,71,0,0
31,71,213,71,0,0
33,71,604,71,0,0
35,71,165,71,0,0
32,71,55,71,0,0
33,71,71,71,0,0
36,71,65,71,0,0
32,71,165,71,0,0
33,71,95,71,0,0
33,71,259,71,0,0
34,71,55,71,0,0
32,71,165,71,0,0
35,71,55,71,0,0
33,71,213,71,0,0
31,71,213,71,0,0
33,71,295,71,0,0
31,71,215,71,0,0
32,71,213,71,0,0
34,71,560,71,0,0
37,71,213,71,0,0
33,71,55,71,0,0
31,71,95,71,0,0
31,71,55,71,0,0
31,71,55,71,0,0
31,71,2,71,0,0
30,71,55,71,0,0
28,71,523,71,0,0
32,71,455,71,0,0
30,71,95,71,0,0
32,71,217,71,0,0
30,71,215,71,0,0
32,71,560,71,0,0
32,71,55,71,0,0
35,71,55,71,0,0
34,71,55,71,0,0
32,71,386,71,0,0
35,71,213,71,0,0
31,71,588,71,0,0
31,71,0,71,0,0
31,71,409,71,0,0
31,71,149,71,0,0
31,71,560,71,0,0
31,71,280,71,0,0
30,71,213,71,0,0
30,71,55,71,0,0
33,71,19,71,0,0
27,71,560,71,0,0
31,71,317,71,0,0
33,71,164,71,0,0
30,71,33,71,0,0
32,71,55,71,0,0
32,71,86,71,0,0
32,71,55,71,0,0
31,71,560,71,0,0
35,71,384,71,0,0
33,71,384,71,0,0
30,71,476,71,0,0
32,71,213,71,0,0
31,71,55,71,0,0
29,71,55,71,0,0
30,71,560,71,0,0
29,71,597,71,0,0
30,71,95,71,0,0
34,71,10,71,0,0
31,71,55,71,0,0
29,71,378,71,0,0
31,71,95,71,0,0
31,71,560,71,0,0
30,71,213,71,0,0
33,71,55,71,0,0
33,71,55,71,0,0
31,71,55,71,0,0
32,71,421,71,0,0
31,71,55,71,0,0
32,71,164,71,0,0
29,71,384,71,0,0
29,71,0,71,0,0
33,71,213,71,0,0
30,71,413,71,0,0
33,71,327,71,0,0
31,71,213,71,0,0
29,71,280,71,0,0
28,71,458,71,0,0
29,71,213,71,0,0
31,71,230,71,0,0
30,71,213,71,0,0
29,71,55,71,0,0
29,71,149,71,0,0
29,71,560,71,0,0
28,71,560,71,0,0
30,71,151,71,0,0
30,71,403,71,0,0
31,71,215,71,0,0
29,71,549,71,0,0
28,71,563,71,0,0
29,71,55,71,0,0
29,71,164,71,0,0
29,71,55,71,0,0
30,71,560,71,0,0
27,71,362,71,0,0
30,71,213,71,0,0
31,71,55,71,0,0
32,71,196,71,0,0
30,71,384,71,0,0
29,71,55,71,0,0
31,71,349,71,0,0
29,71,560,71,0,0
30,71,495,71,0,0
34,71,560,71,0,0
30,71,55,71,0,0
29,71,55,71,0,0
30,71,423,71,0,0
29,71,122,71,0,0
30,71,95,71,0,0
34,71,97,71,0,0
32,71,597,71,0,0
32,71,90,71,0,0
29,71,55,71,0,0
28,71,95,71,0,0
28,71,215,71,0,0
28,71,384,71,0,0
30,71,179,71,0,0
31,71,386,71,0,0
28,71,149,71,0,0
29,71,95,71,0,0
28,71,384,71,0,0
30,71,386,71,0,0
29,71,198,71,0,0
30,71,71,71,0,0
28,71,501,71,0,0
28,71,17,71,0,0
28,71,580,71,0,0
30,71,235,71,0,0
30,71,55,71,0,0
27,71,230,71,0,0
27,71,289,71,0,0
32,71,560,71,0,0
28,71,403,71,0,0
28,71,356,71,0,0
28,71,345,71,0,0
30,71,55,71,0,0
30,71,55,71,0,0
28,71,13,71,0,0
29,71,386,71,0,0
31,71,164,71,0,0
28,71,571,71,0,0
31,71,246,71,0,0
30,71,71,71,0,0
28,71,164,71,0,0
34,71,213,71,0,0
31,71,55,71,0,0
28,71,472,71,0,0
32,71,10,71,0,0
29,71,95,71,0,0
30,71,164,71,0,0
29,71,90,71,0,0
29,71,560,71,0,0
31,71,55,71,0,0
29,71,55,71,0,0
31,71,55,71,0,0
30,71,384,71,0,0
29,71,10,71,0,0
30,71,164,71,0,0
28,71,560,71,0,0
28,71,150,71,0,0
34,71,97,71,0,0
28,71,560,71,0,0
31,71,149,71,0,0
27,71,560,71,0,0
29,71,236,71,0,0
27,71,440,71,0,0
27,71,384,71,0,0
31,71,560,71,0,0
30,71,260,71,0,0
29,71,149,71,0,0
32,71,55,71,0,0
32,71,560,71,0,0
29,71,215,71,0,0
30,71,215,71,0,0
31,71,384,71,0,0
27,71,142,71,0,0
31,71,605,71,0,0
27,71,170,71,0,0
30,71,269,71,0,0
28,71,95,71,0,0
28,71,296,71,0,0
28,71,561,71,0,0
28,71,242,71,0,0
30,71,384,71,0,0
27,71,435,71,0,0
30,71,560,71,0,0
27,71,560,71,0,0
29,71,196,71,0,0
29,71,55,71,0,0
28,71,458,71,0,0
34,71,459,71,0,0
27,71,470,71,0,0
32,71,289,71,0,0
29,71,561,71,0,0
28,71,230,71,0,0
29,71,95,71,0,0
31,71,264,71,0,0
36,71,213,71,0,0
27,71,435,71,0,0
31,71,608,71,0,0
30,71,95,71,0,0
32,71,560,71,0,0
33,71,213,71,0,0
31,71,48,71,0,0
28,71,560,71,0,0
31,71,213,71,0,0
31,71,86,71,0,0
29,71,86,71,0,0
30,71,95,71,0,0
32,71,215,71,0,0
30,71,36,71,0,0
28,71,560,71,0,0
31,71,560,71,0,0
28,71,560,71,0,0
28,71,81,71,0,0
30,71,560,71,0,0
29,71,560,71,0,0
28,71,215,71,0,0
28,71,384,71,0,0
33,71,55,71,0,0
29,71,307,71,0,0
27,71,307,71,0,0
29,71,523,71,0,0
31,71,164,71,0,0
27,71,289,71,0,0
28,71,560,71,0,0
30,71,403,71,0,0
27,71,560,71,0,0
28,71,560,71,0,0
28,71,486,71,0,0
28,71,86,71,0,0
34,71,55,71,0,0
36,71,213,71,0,0
29,71,55,71,0,0
32,71,213,71,0,0
29,71,55,71,0,0
29,71,55,71,0,0
28,71,146,71,0,0
29,71,359,71,0,0
28,71,164,71,0,0
26,71,259,71,0,0
30,71,149,71,0,0
29,71,55,71,0,0
30,71,473,71,0,0
20,71,403,71,0,0
24,71,65,71,0,0
20,71,95,71,0,0
20,71,215,71,0,0
24,71,10,71,0,0
28,71,53,71,0,0
28,71,609,71,0,0
28,71,560,71,0,0
28,71,560,71,0,0
20,71,213,71,0,0
24,71,213,71,0,0
20,71,215,71,0,0
20,71,215,71,0,0
24,71,215,71,0,0
24,71,425,71,0,0
20,71,58,71,0,0
24,71,530,71,0,0
20,71,273,71,0,0
20,71,10,71,0,0
20,71,33,71,0,0
24,71,41,71,0,0
24,71,580,71,0,0
20,71,560,71,0,0
34,71,213,71,0,0
30,71,65,71,0,0
28,71,9,71,0,0
32,71,393,71,0,0
30,71,95,71,0,0
28,71,55,71,0,0
20,71,213,71,0,0
28,71,384,71,0,0
20,71,560,71,0,0
28,71,213,71,0,0
29,71,215,71,0,0
30,71,65,71,0,0
27,71,280,71,0,0
29,71,11,71,0,0
28,71,95,71,0,0
28,71,384,71,0,0
28,71,230,71,0,0
28,71,560,71,0,0
28,71,560,71,0,0
28,71,458,71,0,0
33,71,384,71,0,0
31,71,387,71,0,0
31,71,435,71,0,0
27,71,215,71,0,0
28,71,403,71,0,0
28,71,435,71,0,0
30,71,213,71,0,0
29,71,476,71,0,0
31,71,435,71,0,0
31,71,149,71,0,0
28,71,213,71,0,0
29,71,86,71,0,0
19,86,425,70,0,0
18,86,495,70,0,0
19,85,328,70,0,0
18,85,235,70,0,0
20,84,560,70,0,0
21,84,95,70,0,0
20,84,560,70,0,0
20,84,361,70,0,0
19,84,215,70,0,0
22,83,55,70,0,0
20,83,10,70,0,0
20,83,10,70,0,0
21,83,328,70,0,0
20,83,164,70,0,0
20,83,560,70,0,0
21,83,242,70,0,0
21,83,435,70,0,0
20,83,253,70,0,0
19,83,121,70,0,0
21,83,560,70,0,0
19,83,240,70,0,0
22,82,90,70,0,0
21,82,95,70,0,0
20,82,213,70,0,0
20,82,55,70,0,0
21,82,149,70,0,0
20,82,600,70,0,0
22,82,65,70,0,0
20,82,330,70,0,0
19,82,55,70,0,0
19,82,143,70,0,0
19,82,215,70,0,0
19,82,368,70,0,0
22,81,71,70,0,0
21,81,17,70,0,0
22,81,55,70,0,0
23,81,95,70,0,0
22,81,384,70,0,0
22,81,95,70,0,0
21,81,419,70,0,0
21,81,65,70,0,0
23,81,95,70,0,0
22,81,560,70,0,0
21,81,594,70,0,0
20,81,242,70,0,0
20,81,150,70,0,0
21,81,86,70,0,0
21,81,55,70,0,0
20,81,560,70,0,0
20,81,95,70,0,0
20,81,560,70,0,0
23,80,55,70,0,0
23,80,55,70,0,0
22,80,274,70,0,0
21,80,0,70,0,0
21,80,72,70,0,0
22,80,213,70,0,0
21,80,71,70,0,0
23,80,213,70,0,0
22,80,213,70,0,0
21,80,164,70,0,0
21,80,213,70,0,0
22,80,95,70,0,0
20,80,580,70,0,0
23,80,55,70,0,0
20,80,215,70,0,0
21,80,425,70,0,0
21,80,384,70,0,0
22,80,164,70,0,0
21,80,30,70,0,0
22,79,164,70,0,0
23,79,55,70,0,0
22,79,168,70,0,0
22,79,260,70,0,0
22,79,55,70,0,0
23,79,560,70,0,0
23,79,413,70,0,0
21,79,356,70,0,0
23,79,259,70,0,0
21,79,242,70,0,0
24,79,55,70,0,0
23,79,323,70,0,0
22,79,149,70,0,0
22,79,164,70,0,0
22,79,230,70,0,0
21,79,560,70,0,0
23,79,317,70,0,0
23,79,55,70,0,0
23,79,323,70,0,0
23,79,55,70,0,0
23,79,560,70,0,0
23,79,90,70,0,0
23,79,259,70,0,0
23,78,482,70,0,0
23,78,149,70,0,0
23,78,413,70,0,0
23,78,0,70,0,0
23,78,330,70,0,0
22,78,33,70,0,0
22,78,149,70,0,0
22,78,604,70,0,0
23,78,219,70,0,0
24,78,96,70,0,0
22,78,55,70,0,0
24,78,55,70,0,0
23,78,468,70,0,0
22,78,58,70,0,0
24,78,213,70,0,0
23,78,585,70,0,0
23,78,95,70,0,0
22,78,242,70,0,0
23,78,560,70,0,0
22,78,95,70,0,0
22,78,560,70,0,0
24,78,55,70,0,0
24,78,213,70,0,0
22,78,331,70,0,0
22,78,213,70,0,0
22,78,476,70,0,0
22,78,501,70,0,0
22,78,215,70,0,0
19,78,55,70,0,0
23,78,560,70,0,0
24,77,164,70,0,0
25,77,97,70,0,0
24,77,213,70,0,0
24,77,384,70,0,0
23,77,179,70,0,0
23,77,164,70,0,0
24,77,55,70,0,0
23,77,217,70,0,0
25,77,55,70,0,0
23,77,95,70,0,0
24,77,55,70,0,0
23,77,585,70,0,0
22,77,187,70,0,0
23,77,560,70,0,0
21,77,501,70,0,0
22,77,95,70,0,0
22,77,213,70,0,0
25,77,55,70,0,0
24,77,585,70,0,0
23,77,55,70,0,0
20,77,560,70,0,0
21,77,55,70,0,0
25,77,95,70,0,0
22,77,33,70,0,0
22,77,356,70,0,0
23,77,90,70,0,0
23,77,215,70,0,0
21,77,95,70,0,0
23,77,86,70,0,0
22,77,307,70,0,0
23,77,95,70,0,0
24,76,549,70,0,0
25,76,95,70,0,0
25,76,95,70,0,0
24,76,164,70,0,0
24,76,164,70,0,0
24,76,384,70,0,0
22,76,560,70,0,0
23,76,522,70,0,0
24,76,86,70,0,0
23,76,241,70,0,0
24,76,384,70,0,0
23,76,523,70,0,0
23,76,213,70,0,0
24,76,413,70,0,0
23,76,213,70,0,0
22,76,330,70,0,0
23,76,215,70,0,0
23,76,458,70,0,0
24,76,356,70,0,0
23,76,164,70,0,0
25,76,95,70,0,0
22,76,217,70,0,0
22,76,215,70,0,0
24,76,213,70,0,0
24,76,213,70,0,0
24,76,356,70,0,0
24,76,413,70,0,0
24,76,560,70,0,0
23,76,150,70,0,0
24,76,213,70,0,0
24,76,560,70,0,0
24,76,215,70,0,0
21,76,384,70,0,0
24,75,517,70,0,0
25,75,177,70,0,0
25,75,165,70,0,0
25,75,215,70,0,0
24,75,151,70,0,0
24,75,587,70,0,0
25,75,164,70,0,0
24,75,164,70,0,0
24,75,560,70,0,0
23,75,171,70,0,0
26,75,71,70,0,0
25,75,403,70,0,0
24,75,164,70,0,0
24,75,165,70,0,0
25,75,213,70,0,0
25,75,384,70,0,0
25,75,10,70,0,0
25,75,10,70,0,0
24,75,386,70,0,0
25,75,604,70,0,0
25,75,95,70,0,0
24,75,149,70,0,0
22,75,436,70,0,0
24,75,215,70,0,0
25,75,55,70,0,0
24,75,470,70,0,0
23,75,215,70,0,0
25,75,164,70,0,0
25,75,95,70,0,0
24,75,566,70,0,0
23,75,478,70,0,0
24,75,561,70,0,0
24,75,560,70,0,0
24,75,597,70,0,0
24,75,307,70,0,0
23,75,458,70,0,0
